File_Size_Bytes,Attributes,CPU_State,Memory_State,Network,Avail_CPU_%,Avail_Memory_%,Full_Execution_Time_s,Partial_RP1_Time_s,Transmission_Time_s,Partial_RP2_Time_s,Partial_Total_Time_s,Offload_Decision
1,12,Idle,Critical,LAN,73.81017827882602,8.352026707757659,0.16223526000976562,0.07772517204284668,0.0100039,0.01598210941149693,0.1037111814543436,0
1,12,Idle,Critical,WLAN,60.43272040544886,3.9383883780838347,0.16276073455810547,0.07768106460571289,0.050007800000000005,0.008167177935752107,0.135856042541465,0
1,12,Medium,Idle,LAN,33.1267827591617,60.72243980708366,0.17178726196289062,0.07912158966064453,0.0100039,0.014093899977473921,0.10321938963811844,0
1,12,Medium,Idle,WLAN,29.51696047554055,78.18044125163362,0.162369966506958,0.07939696311950684,0.050007800000000005,0.014665969345466174,0.144070732464973,0
1,12,Medium,Medium,LAN,37.12415724626486,27.572259485320767,0.16160178184509277,0.07922840118408203,0.0100039,0.008771190151934201,0.09800349133601623,0
1,12,Medium,Medium,WLAN,35.20255267739475,21.444000289300238,0.16195416450500488,0.07818365097045898,0.050007800000000005,0.01898711413877769,0.14717856510923666,0
1,12,Medium,Critical,LAN,23.29026969457978,0.3557823761449308,0.16060876846313477,0.07754206657409668,0.0100039,0.011987371187852161,0.09953333776194884,0
1,12,Medium,Critical,WLAN,21.65935774915779,11.936769364361972,0.16135549545288086,0.07766890525817871,0.050007800000000005,0.006324630599945314,0.13400133585812402,0
1,12,Critical,Idle,LAN,6.445867334497953,75.70917512435761,0.16114568710327148,0.07799696922302246,0.0100039,0.01732562401898858,0.10532649324201104,0
1,12,Critical,Idle,WLAN,3.9379360341822567,60.666546959812976,0.15973186492919922,0.07807207107543945,0.050007800000000005,0.01059207749322453,0.13867194856866397,0
1,12,Critical,Medium,LAN,17.10740997316583,41.598944286831546,0.1615898609161377,0.07954049110412598,0.0100039,0.0061352920708366045,0.09567968317496257,0
1,12,Critical,Medium,WLAN,2.0721763839897167,41.84381274366615,0.16112303733825684,0.0789024829864502,0.050007600000000006,0.01425466177443879,0.143164744760889,0
1,12,Critical,Critical,LAN,5.107645236704816,19.079430860975993,0.15951967239379883,0.07904338836669922,0.0100039,0.007697955251008954,0.09674524361770817,0
1,12,Critical,Critical,WLAN,4.146555546044395,14.66154090317569,0.15888094902038574,0.07879281044006348,0.050007800000000005,0.008991451441312765,0.13779206188137624,0
1,20,Idle,Idle,LAN,78.07036897751547,73.27644774185286,0.22796010971069336,0.0857851505279541,0.0100038,0.01788393007127304,0.11367288059922714,0
1,20,Idle,Idle,WLAN,57.659176894653655,53.481507701421,0.2287893295288086,0.08507204055786133,0.050007800000000005,0.013921622753906349,0.14900146331176767,0
1,20,Idle,Medium,LAN,70.09874886503447,34.0966067032484,0.22820091247558594,0.09320187568664551,0.0100039,0.013515473111191171,0.11672124879783667,0
